2026-02-01 00:01:47 | WARN | api | Slow response detected (1208ms) endpoint=/payments/refund (env=prod, region=eu-west-1, ip=64.227.100.165, request_id=1brwzyofn4icfk4g, trace_id=06fij5dng9nlvl1ntxq7eitl, ua="curl/8.4.0")
2026-02-01 14:59:04 | WARN | api | Elevated error rate observed window_s=300 rate=1.6% (env=prod, region=me-south-1, ip=233.173.146.197, request_id=bkh7qs3er6ecjx61, trace_id=arsx6if779lq70y0dcnol9v2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:00:25 | WARN | api | Disk usage above 80% disk=91% (env=staging, region=us-east-1, ip=107.166.119.83, request_id=yt9krmhyo3aqn8a2, trace_id=lssbbr8r5u9q8yik37mv1cgz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:00:27 | WARN | api | Slow response detected (3245ms) endpoint=/users/9756 (env=prod, region=eu-west-1, ip=188.119.76.238, request_id=5ikrx9xg72m5nuc0, trace_id=ol1qlpvo7lmjltfo24pruzsz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:03:28 | WARN | api | Slow response detected (3015ms) endpoint=/users/9901 (env=dev, region=me-south-1, ip=174.30.251.86, request_id=ywsgoiashv3j30y3, trace_id=iso7j6apbekdxs1z64b1non2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:16:24 | WARN | api | Disk usage above 80% disk=83% (env=prod, region=us-east-1, ip=251.55.120.135, request_id=nh8664jg5999bvn1, trace_id=y86b95i767ttjiybn3lbbsjp, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:22:04 | WARN | api | Slow response detected (3297ms) endpoint=/files/9827 (env=prod, region=eu-west-1, ip=69.163.21.110, request_id=ddylv1ftd5854xo0, trace_id=wybua35pj5m6h72safny74l8, ua="curl/8.4.0")
2026-02-01 15:22:16 | WARN | api | Queue backlog growing size=9638 (env=staging, region=me-south-1, ip=102.16.34.46, request_id=2jdlm2bgoy9m1366, trace_id=del9tdnjiqacrburz8rh437n, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:24:04 | WARN | api | Temporary network jitter detected rtt_ms=243 (env=prod, region=eu-west-1, ip=146.213.123.40, request_id=y87mflkzwnvg3sei, trace_id=gu4j4bgua8mwmd2asossfg6g, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:27:01 | WARN | api | Payment provider latency high (153ms) (env=prod, region=eu-west-1, ip=103.239.169.51, request_id=xfg0969mmorkee18, trace_id=dous2bnr20fult9futcjeoxc, ua="PostmanRuntime/7.36.0")
2026-02-01 15:28:32 | WARN | api | Queue backlog growing size=9716 (env=staging, region=eu-west-1, ip=74.150.58.156, request_id=d7lbduk14e7xd3rd, trace_id=5h9ufqlx7d8k8wh8m7f588v1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:29:06 | WARN | api | Payment provider latency high (3474ms) (env=prod, region=me-south-1, ip=91.98.164.96, request_id=49tm6d86qgtnvp6d, trace_id=2ixxpe3uhra9u5rckvuv9b8d, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:29:50 | WARN | api | Disk usage above 80% disk=94% (env=prod, region=ap-southeast-1, ip=76.58.34.179, request_id=j3c6qjwrxy4dv93z, trace_id=hokhmhc0ote7z1rjdcj0dzho, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:31:07 | WARN | api | Payment provider latency high (3444ms) (env=staging, region=us-east-1, ip=141.134.164.52, request_id=ngd3lkqad9xg3nxf, trace_id=5eh2cdzb86wt32e2fo3e42g8, ua="curl/8.4.0")
2026-02-01 15:31:10 | WARN | api | Circuit breaker half-open dependency=s3 (env=prod, region=me-south-1, ip=237.73.242.20, request_id=4vlrhvj7tay6nche, trace_id=1r6ch2jqzpfsspwvcyznloy1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:31:57 | WARN | api | Queue backlog growing size=9916 (env=dev, region=me-south-1, ip=5.73.143.190, request_id=99z5dqpqv1a3ekkd, trace_id=7bt4uol9i60re3emzxepv4tz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:32:52 | WARN | api | Rate limit nearing threshold remaining=24 (env=dev, region=me-south-1, ip=40.144.251.122, request_id=m4vnwywfgxboe429, trace_id=vqlnmv8kw5d41c6erwjbt0kn, ua="PostmanRuntime/7.36.0")
2026-02-01 15:32:55 | WARN | api | Disk usage above 80% disk=85% (env=prod, region=ap-southeast-1, ip=254.157.193.56, request_id=y4km93v10lmmj42p, trace_id=rxwg22bwg51wj6ka0ewtxrf2, ua="curl/8.4.0")
2026-02-01 15:39:32 | WARN | api | Temporary network jitter detected rtt_ms=670 (env=prod, region=us-east-1, ip=167.88.64.97, request_id=x226nsk2vkzw5si4, trace_id=qeuqyo30y01i9dfzlyqup67g, ua="curl/8.4.0")
2026-02-01 15:39:52 | WARN | api | Rate limit nearing threshold remaining=47 (env=prod, region=me-south-1, ip=123.165.229.59, request_id=majp0h4x2uoynnfg, trace_id=v2a3xgx6fv283awxyv13u9a6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:44:30 | WARN | api | High memory usage warning mem=88% (env=prod, region=me-south-1, ip=235.183.12.226, request_id=k3j03c0ktk907qs7, trace_id=axxikl2lww0ndb66l7ibqklt, ua="PostmanRuntime/7.36.0")
2026-02-01 15:44:53 | WARN | api | High memory usage warning mem=93% (env=prod, region=us-east-1, ip=135.81.141.158, request_id=kpa7xfoeucwkjrfm, trace_id=bsnsti5i8n184la67rjhnq0g, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:45:48 | WARN | api | Retrying request to upstream service attempt=1 (env=dev, region=eu-west-1, ip=75.248.163.91, request_id=4yqmo41elbkk5y3z, trace_id=1r8i7ldtbt37cfdnzpgcvunt, ua="PostmanRuntime/7.36.0")
2026-02-01 15:45:49 | WARN | api | Elevated error rate observed window_s=30 rate=7.6% (env=prod, region=me-south-1, ip=33.47.155.180, request_id=dvwjf74sdpv6c1kj, trace_id=6ms9t4wwcqpjy32hhlhf2ij8, ua="curl/8.4.0")
2026-02-01 15:47:09 | WARN | api | High memory usage warning mem=89% (env=prod, region=eu-west-1, ip=135.96.178.154, request_id=kfogo7i223zg301l, trace_id=j20i0sfx678pbk2kl1mu3ewu, ua="curl/8.4.0")
2026-02-01 15:54:13 | WARN | api | Slow response detected (747ms) endpoint=/payments/charge (env=prod, region=me-south-1, ip=80.59.218.13, request_id=ablvw0ioeh1nl5uf, trace_id=1ny1xouroyp9fusjjj8pznc6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:56:22 | WARN | api | Disk usage above 80% disk=91% (env=prod, region=ap-southeast-1, ip=79.38.161.249, request_id=n2lshtu8nld96qya, trace_id=yed5cr6ngtgvd7phgfhcfur5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:57:40 | WARN | api | High memory usage warning mem=67% (env=dev, region=us-east-1, ip=215.62.139.116, request_id=17c3ti1n12bxakek, trace_id=16zac6waki5iobhu39nzugc9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:59:24 | WARN | api | Disk usage above 80% disk=86% (env=prod, region=me-south-1, ip=250.43.186.113, request_id=ka93ax3ozr4bsfcu, trace_id=29jbtzzckeybrtv860osk9rj, ua="PostmanRuntime/7.36.0")
2026-02-01 16:01:13 | WARN | api | Retrying request to upstream service attempt=1 (env=dev, region=us-east-1, ip=181.200.176.171, request_id=eooru3hllgvd8pix, trace_id=mwqgu0uu8yiajyfgs9tg7zp5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:02:45 | WARN | api | Slow response detected (2685ms) endpoint=/files/upload (env=dev, region=me-south-1, ip=188.245.225.201, request_id=yrhf5q0baemj8023, trace_id=odxnt0j8w2bj9opgfc5o8eyl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:02:46 | WARN | api | Retrying request to upstream service attempt=3 (env=dev, region=me-south-1, ip=107.176.158.197, request_id=nuippnpyxlni0x26, trace_id=3dnjd1fkunstccj60jgnd1rs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:04:53 | WARN | api | Elevated error rate observed window_s=120 rate=13.8% (env=dev, region=me-south-1, ip=98.108.78.107, request_id=95k8oqdytn7o0tjz, trace_id=20nbxfk9u10d89isa5a41njq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:07:07 | WARN | api | Elevated error rate observed window_s=30 rate=3.1% (env=dev, region=ap-southeast-1, ip=251.58.127.168, request_id=pg7eceam721rc1bn, trace_id=m2f23ah1tibaf9n173xbbu21, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:08:40 | WARN | api | Circuit breaker half-open dependency=orders-api (env=dev, region=ap-southeast-1, ip=25.247.215.90, request_id=fxm32n0qoassqijk, trace_id=2rfpi2k9v70gvflph8259cyr, ua="curl/8.4.0")
2026-02-01 16:13:08 | WARN | api | Slow response detected (1869ms) endpoint=/analytics/event (env=dev, region=eu-west-1, ip=97.178.108.138, request_id=hqics4dszsadi3mh, trace_id=0db5oynz8ccl23rnzyv6dhhg, ua="curl/8.4.0")
2026-02-01 16:13:10 | WARN | api | Payment provider latency high (3464ms) (env=prod, region=me-south-1, ip=157.101.2.243, request_id=z9anb8cbeiil5dh4, trace_id=ed0ppbh7xw65aingzgd0qthh, ua="curl/8.4.0")
2026-02-01 16:13:29 | WARN | api | Circuit breaker half-open dependency=s3 (env=dev, region=me-south-1, ip=118.26.131.126, request_id=ie8ow4my27g3od5j, trace_id=ls9atzftzms08ri2k1ysj683, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:14:45 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=me-south-1, ip=121.176.229.153, request_id=bka4k44f04bd5uuy, trace_id=na7p0xz3rox40ztsz44pelvn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:15:12 | WARN | api | High memory usage warning mem=74% (env=staging, region=us-east-1, ip=49.157.209.207, request_id=dq2nva8t7kwkul29, trace_id=k4zzhoiu6z0sxwo2kayex9yz, ua="curl/8.4.0")
2026-02-01 16:16:05 | WARN | api | High memory usage warning mem=96% (env=prod, region=us-east-1, ip=235.26.241.41, request_id=71sjmlvdnioorivn, trace_id=offjcswem4zwrtypmxkqs0rb, ua="curl/8.4.0")
2026-02-01 16:19:30 | WARN | api | Rate limit nearing threshold remaining=7 (env=prod, region=me-south-1, ip=225.196.161.18, request_id=pzuk876ce7u3crki, trace_id=uko34v0mjla9j0j8r10qypb4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:19:58 | WARN | api | Queue backlog growing size=2454 (env=prod, region=ap-southeast-1, ip=200.215.58.58, request_id=mz9umrp32bb79cy4, trace_id=2gq4nuxm1n5sz8q103s40fvr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:20:04 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=ap-southeast-1, ip=73.145.13.140, request_id=es13onw8xjojlgaj, trace_id=q3d42veeaty719orrxfotjva, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:20:33 | WARN | api | Disk usage above 80% disk=82% (env=prod, region=me-south-1, ip=166.10.52.123, request_id=9osls68wbjt3x033, trace_id=xii8cf2pvec1ypbuj8py0ikg, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:20:38 | WARN | api | High memory usage warning mem=78% (env=prod, region=ap-southeast-1, ip=222.228.5.135, request_id=cm2hpbepf4ijs248, trace_id=yzrqsbijbywcnf3yfwzh81sr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:22:08 | WARN | api | Temporary network jitter detected rtt_ms=777 (env=prod, region=me-south-1, ip=130.75.83.32, request_id=ei5upz6mcy2x6yk7, trace_id=6yyjt7fszp9lezu6bkxqhxbi, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:24:53 | WARN | api | Disk usage above 80% disk=97% (env=prod, region=eu-west-1, ip=125.121.188.194, request_id=xq9leemb1itida3q, trace_id=r7nq3wrkyhfyce7xt82khicl, ua="curl/8.4.0")
2026-02-01 16:26:41 | WARN | api | Slow response detected (2991ms) endpoint=/logout (env=dev, region=eu-west-1, ip=252.112.116.179, request_id=g6xje0aujo9pdyi1, trace_id=gvlq9366nknh7q3e7iyl44b2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:26:42 | WARN | api | Payment provider latency high (1561ms) (env=staging, region=us-east-1, ip=152.11.203.207, request_id=f4i4rgsk6l1rdtt2, trace_id=4yasq6p6o50fgtavfk419j06, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:27:04 | WARN | api | Queue backlog growing size=791 (env=prod, region=me-south-1, ip=64.7.79.148, request_id=zgeyilou6l9kpwa9, trace_id=bbm7vmch98v4upyausfpgi7w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:27:31 | WARN | api | Payment provider latency high (1045ms) (env=prod, region=me-south-1, ip=215.6.38.176, request_id=o5v30nczla8v52c8, trace_id=8in3rv7j3yeqh87gb2le56jc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:28:12 | WARN | api | Queue backlog growing size=2466 (env=staging, region=ap-southeast-1, ip=5.242.184.174, request_id=7rkwqz3439szscx5, trace_id=2my1g72yh5sbkyfyhpi9ok58, ua="PostmanRuntime/7.36.0")
2026-02-01 16:28:22 | WARN | api | Queue backlog growing size=2231 (env=prod, region=ap-southeast-1, ip=152.169.97.84, request_id=z1nyhx7ma8eda8su, trace_id=tn0q1y7e5by0f7q01l1pkg43, ua="PostmanRuntime/7.36.0")
2026-02-01 16:29:27 | WARN | api | Queue backlog growing size=8398 (env=staging, region=us-east-1, ip=181.222.32.80, request_id=d1pzvh8tk0olhmgj, trace_id=4iftpruo5n3p0yp6knjjry35, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:29:46 | WARN | api | Rate limit nearing threshold remaining=8 (env=dev, region=ap-southeast-1, ip=156.76.193.21, request_id=iscvlmiq8inpti2b, trace_id=w699ce5dd1k4vb3gxlbei175, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:31:35 | WARN | api | Temporary network jitter detected rtt_ms=436 (env=staging, region=me-south-1, ip=188.229.20.164, request_id=vyjkc4wqmme1l4ky, trace_id=dkqba46fmrlzbo3kcsrc6ck0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:32:49 | WARN | api | Temporary network jitter detected rtt_ms=202 (env=staging, region=eu-west-1, ip=36.192.209.24, request_id=0xi30rxj854vca59, trace_id=nqv14hmqng7nkk6zomueba7c, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:33:16 | WARN | api | Payment provider latency high (3473ms) (env=prod, region=me-south-1, ip=97.63.114.162, request_id=auntnam6itad23cx, trace_id=ya0ft73jxcz27a6p9c2xi0uf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:34:46 | WARN | api | Rate limit nearing threshold remaining=28 (env=staging, region=eu-west-1, ip=113.124.47.198, request_id=ndw8es9tgnp71nf9, trace_id=2h4s9wotb24036x1nehtkpyr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:41:13 | WARN | api | Slow response detected (1812ms) endpoint=/files/upload (env=prod, region=eu-west-1, ip=186.131.95.230, request_id=93ksiraaaucvb389, trace_id=gvkuralowmgc3hx8a2iqqymd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:42:12 | WARN | api | Queue backlog growing size=7370 (env=prod, region=us-east-1, ip=147.83.86.167, request_id=n406x72f3lx39ql0, trace_id=2lcjzawikyq3m7ybv8emlml7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:43:25 | WARN | api | Temporary network jitter detected rtt_ms=633 (env=staging, region=us-east-1, ip=186.17.195.66, request_id=nmxmgeu9hifrp4vb, trace_id=42dmxqu8xqftk9c4qsrgpfex, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:46:46 | WARN | api | Payment provider latency high (3258ms) (env=prod, region=ap-southeast-1, ip=200.28.90.6, request_id=zhvisnt3y74nj16o, trace_id=m07izkq0ilnfyuff6hdhw137, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:47:47 | WARN | api | Slow response detected (2415ms) endpoint=/analytics/event (env=prod, region=me-south-1, ip=165.131.223.81, request_id=p9og63c06wb2zkhk, trace_id=13y27r0czc4xab9pgy020xkk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:56:08 | WARN | api | Slow response detected (369ms) endpoint=/token/refresh (env=prod, region=us-east-1, ip=134.85.91.165, request_id=ndqbrq4wvytd9glk, trace_id=kh1czafqwwc1i0wc3ylpkfaq, ua="PostmanRuntime/7.36.0")
2026-02-01 16:57:13 | WARN | api | Payment provider latency high (2740ms) (env=prod, region=us-east-1, ip=216.83.162.92, request_id=3osopsizu1pgwub7, trace_id=3xauoqocjdspmh4m7z6yv51a, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:58:55 | WARN | api | Circuit breaker half-open dependency=cdn-edge (env=dev, region=me-south-1, ip=9.115.243.86, request_id=uxq0dziays76fgao, trace_id=w4uffox2ntex38e52fsrjtbu, ua="curl/8.4.0")
2026-02-01 16:59:09 | WARN | api | Queue backlog growing size=6496 (env=prod, region=me-south-1, ip=249.74.71.9, request_id=s66im4xt5mtm7qh7, trace_id=wzdr9ylyurddqba87yewcq0g, ua="curl/8.4.0")
2026-02-01 17:00:26 | WARN | api | Temporary network jitter detected rtt_ms=239 (env=dev, region=us-east-1, ip=203.124.55.23, request_id=19m37x7j4iqedmea, trace_id=gviln6eyiqr0fc1hbk4g7oz7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:06:47 | WARN | api | Retrying request to upstream service attempt=2 (env=prod, region=eu-west-1, ip=228.30.250.227, request_id=23swunraqqvzc5ja, trace_id=4dhjf9v7zylej541x9jln565, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 17:06:52 | WARN | api | Disk usage above 80% disk=82% (env=prod, region=us-east-1, ip=9.133.18.229, request_id=78s1aw1lyfpw7yr8, trace_id=cwhlp4zizgl7anoct2b0in9a, ua="PostmanRuntime/7.36.0")
2026-02-01 17:07:21 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=93.9.195.23, request_id=3y2w0471isveu0uz, trace_id=0l3q7fpxcor2lm29g0lgede1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:07:33 | WARN | api | Queue backlog growing size=7383 (env=prod, region=eu-west-1, ip=194.113.209.65, request_id=qw4lq6ton9395guh, trace_id=l2f7zr0nxp5vnllwar1h7vfl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 17:08:10 | WARN | api | Queue backlog growing size=6760 (env=prod, region=eu-west-1, ip=112.2.36.4, request_id=6f7pr2ipgt02vh0r, trace_id=dvvbf0du7a2f9y48421lt4xh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 17:08:13 | WARN | api | Slow response detected (162ms) endpoint=/search?q=phone (env=prod, region=us-east-1, ip=242.188.78.176, request_id=kwtptb51bg53213u, trace_id=ezh2gv4f3o6tempxbpombyq5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:08:43 | WARN | api | Retrying request to upstream service attempt=3 (env=staging, region=eu-west-1, ip=117.96.144.49, request_id=omnv8zk56r996qlw, trace_id=jdu5buo4acbl0fafh8olkgmx, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:10:50 | WARN | api | Elevated error rate observed window_s=30 rate=10.9% (env=prod, region=us-east-1, ip=58.168.218.246, request_id=1t23ef134a8qdjxg, trace_id=k6jps7ghaqs73jshhda4b6hk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 17:12:43 | WARN | api | Queue backlog growing size=5578 (env=prod, region=ap-southeast-1, ip=105.4.150.89, request_id=nmd4rtytoa58lkne, trace_id=g27rcg9r9el7h63btl8beq9e, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:13:51 | WARN | api | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=199.16.136.201, request_id=q4vl2232icgnbi8c, trace_id=v5c0plmrg9t2uys7keb81164, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:17:52 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=76.111.62.124, request_id=d7d865l7nzyhsgi7, trace_id=a3t63c0u9ig35wxu762mcmx0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 17:19:36 | WARN | api | Slow response detected (1013ms) endpoint=/health (env=prod, region=us-east-1, ip=24.98.215.32, request_id=px4qh296x5exv1av, trace_id=4aqip7ew7l2csqvpndlmac4x, ua="PostmanRuntime/7.36.0")
2026-02-01 17:20:56 | WARN | api | High memory usage warning mem=76% (env=prod, region=eu-west-1, ip=174.98.143.88, request_id=faggbysuhw7qud4r, trace_id=mersixgmgani5ox6otjd2uvi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:25:21 | WARN | api | Slow response detected (3068ms) endpoint=/login (env=prod, region=eu-west-1, ip=30.93.13.172, request_id=8qeperzd0g3pweet, trace_id=5lh8rz38t9wvk5ipjdiuxvxu, ua="curl/8.4.0")
2026-02-01 17:25:25 | WARN | api | Elevated error rate observed window_s=30 rate=10.8% (env=prod, region=me-south-1, ip=66.49.64.136, request_id=dyq9ezk05c6lf3pq, trace_id=19hqxpzs0y8jv61lc1wb1nvv, ua="PostmanRuntime/7.36.0")
2026-02-01 17:31:09 | WARN | api | Payment provider latency high (2328ms) (env=prod, region=eu-west-1, ip=154.7.183.45, request_id=c0mf7ryoglvr957f, trace_id=p3yu5r8a82fbsneufu4qpudw, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:33:41 | WARN | api | Slow response detected (728ms) endpoint=/orders (env=prod, region=ap-southeast-1, ip=59.166.198.100, request_id=jc1pzt25mzu7eu8s, trace_id=4ftloh3wc8ftquxp531dzb1j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:37:26 | WARN | api | High memory usage warning mem=91% (env=prod, region=us-east-1, ip=242.157.129.38, request_id=hhswxtquqtjvbupu, trace_id=gxez50ik1r3vqkg7k0ghupld, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:37:47 | WARN | api | Circuit breaker half-open dependency=s3 (env=prod, region=me-south-1, ip=96.205.182.201, request_id=mdaar0icoky6myx0, trace_id=2nhtrj07ekcxrmthyclk7ng7, ua="curl/8.4.0")
2026-02-01 17:39:28 | WARN | api | Elevated error rate observed window_s=60 rate=7.3% (env=dev, region=me-south-1, ip=233.51.208.174, request_id=vuar2vavaxou176z, trace_id=c8vcrfkw2hltaim14vq5rcn5, ua="PostmanRuntime/7.36.0")
2026-02-01 17:39:37 | WARN | api | Temporary network jitter detected rtt_ms=368 (env=staging, region=me-south-1, ip=1.122.75.89, request_id=9jgll2ubfoobkq8r, trace_id=5igb9re8plusnmk7s3zjl5w2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:40:03 | WARN | api | Payment provider latency high (1331ms) (env=prod, region=ap-southeast-1, ip=71.210.131.120, request_id=dg0kdu4308az05f1, trace_id=8913arom5boef3gl1voio04i, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 17:41:00 | WARN | api | Rate limit nearing threshold remaining=29 (env=prod, region=ap-southeast-1, ip=243.22.75.41, request_id=20o42vyiv9fdtzro, trace_id=8avfxgbyhh586i748wiocpk7, ua="curl/8.4.0")
2026-02-01 17:41:44 | WARN | api | Queue backlog growing size=2392 (env=prod, region=me-south-1, ip=66.126.51.96, request_id=v1l63dyzijbbynzm, trace_id=p6bmb0z10j3obdw4bd46omt6, ua="PostmanRuntime/7.36.0")
2026-02-01 17:43:31 | WARN | api | Elevated error rate observed window_s=60 rate=2.4% (env=prod, region=eu-west-1, ip=92.181.107.186, request_id=scertxem6veup6rx, trace_id=53d4vss9klu14nfvuaxuawh3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 17:44:00 | WARN | api | Disk usage above 80% disk=89% (env=prod, region=us-east-1, ip=101.16.188.234, request_id=4sjjzykmuj7zr7nq, trace_id=bza9uvsffg1q8dyr8z0yjxd1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 17:44:57 | WARN | api | High memory usage warning mem=63% (env=prod, region=us-east-1, ip=25.103.158.179, request_id=u49q22lre7gba6c9, trace_id=1gni97ot1okyurm6236n9i42, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 17:45:11 | WARN | api | High memory usage warning mem=98% (env=prod, region=us-east-1, ip=77.225.94.235, request_id=wa1dye1kogr5q9k5, trace_id=pkuionqh55pcztkhngqxrgau, ua="curl/8.4.0")
2026-02-01 17:48:23 | WARN | api | Retrying request to upstream service attempt=2 (env=staging, region=ap-southeast-1, ip=117.71.1.145, request_id=emikh4gk8205uvqh, trace_id=bfzc3927vt8bs7z5sh45psv6, ua="PostmanRuntime/7.36.0")
2026-02-01 17:49:13 | WARN | api | Disk usage above 80% disk=84% (env=prod, region=ap-southeast-1, ip=229.239.29.58, request_id=fhakrfpf3hr7zmj9, trace_id=iyhiwbvyqxk74ca5tirkgpeb, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 17:51:26 | WARN | api | Queue backlog growing size=6773 (env=prod, region=me-south-1, ip=220.228.102.150, request_id=orflzmovelztwody, trace_id=ixsloq2utwfz0zx81oike0qp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 17:53:49 | WARN | api | Circuit breaker half-open dependency=kms (env=dev, region=ap-southeast-1, ip=207.27.118.227, request_id=cwpqvq9lrtalbis2, trace_id=o4lnpohi38d0wiqxejvwoe42, ua="curl/8.4.0")
2026-02-01 17:54:05 | WARN | api | Retrying request to upstream service attempt=5 (env=staging, region=eu-west-1, ip=131.32.217.186, request_id=5z3nu4ro581qoz7x, trace_id=uqilha4lqjynj4g7bx7weyel, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
